01/01/2026 - 01/31/2026
Franchisee - Sam Merrill
,
"Invoice Date","Description","Quantity","Rate","Amount"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/17/2026 12:00am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f4","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/18/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Filter f1, 50 Pound Dump f5, 50 Pound Dump f3, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/19/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/20/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f5, 50 Pound Filter f2, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/21/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f3, 50 Pound Dump f5, 50 Pound Dump f2, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/22/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/23/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f5, 50 Pound Filter f3, 50 Pound Dump f4, 50 Pound Dump f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/24/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f5","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/25/2026 12:00am | Performed"
"FF","50 Pound Dump f5, 50 Pound Dump f4, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Dump f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/26/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Dump f5, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/27/2026 12:00am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/28/2026 12:00am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f2, 50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/29/2026 12:00am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/30/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Filter f3, 50 Pound Dump f2, 50 Pound Dump f5","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 01/31/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f5","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Luna Food & Wine: 01/02/2026 07:01am | Performed"
"FF","50 Pound Dump f1","1","Charge: $45.00","$45.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$45.00"
"Luna Food & Wine: 01/09/2026 11:39am | Performed"
"FF","50 Pound Filter f1","1","Charge: $45.00","$45.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$45.00"
"Luna Food & Wine: 01/16/2026 12:24pm | Performed"
"FF","50 Pound Dump f1","1","Charge: $45.00","$45.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$45.00"
"Luna Food & Wine: 01/23/2026 10:25am | Performed"
"FF","50 Pound Filter f1","1","Charge: $45.00","$45.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$45.00"
"Luna Food & Wine: 01/30/2026 06:59am | Performed"
"FF","50 Pound Dump f1","1","Charge: $45.00","$45.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$45.00"
"Melbourne Regional Hospital: 01/02/2026 01:54pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Melbourne Regional Hospital: 01/06/2026 12:53pm | Performed"
"FF","50 Pound Filter f1, 50 Pound Dump f2","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Melbourne Regional Hospital: 01/10/2026 05:14am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Melbourne Regional Hospital: 01/13/2026 01:18am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Melbourne Regional Hospital: 01/15/2026 11:57pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Melbourne Regional Hospital: 01/20/2026 02:24pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Melbourne Regional Hospital: 01/23/2026 12:46am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Melbourne Regional Hospital: 01/29/2026 09:30pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Merk's Bar & Grill: 01/01/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/01/2026 03:39am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f4","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/02/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/02/2026 04:48am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f4, 50 Pound Dump f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/03/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/03/2026 04:21am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/04/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f2","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/04/2026 06:02am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/05/2026 12:00am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/06/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/07/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/08/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/09/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f2","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/10/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/11/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/12/2026 12:00am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f3","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/13/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/14/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f3","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/15/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/16/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/17/2026 12:00am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/18/2026 12:00am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f3","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/19/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/20/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/21/2026 12:00am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Dump f3","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/22/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/23/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/24/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/25/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f2","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/26/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f3","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/27/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/28/2026 12:00am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/29/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/30/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f3","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Merk's Bar & Grill: 01/31/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Moose Lodge - Ormond: 01/28/2026 12:00am | Performed"
"FF","50 Pound Dump F1, 50 Pound Dump f2, 50 Pound Dump f3","1","Charge: $60.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Murph's Patio Bar/Grill: 01/02/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $70.00","$70.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Murph's Patio Bar/Grill: 01/05/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Murph's Patio Bar/Grill: 01/07/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f2","1","Charge: $70.00","$70.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
